교량명,도로노선명,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량높이
율암교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 율암리,37.155858,126.887537,37.155818,126.888017,5.7
율암1교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 구장리,37.154452,126.890868,37.154122,126.891383,5
율암2교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 구장리,37.1543,126.892612,37.154668,126.892964,6
멱우1교,일반국도77호선,경기도,화성시,41590,경기도 화성시 우정읍 멱우리,37.103113,126.811954,37.103342,126.812158,8.4
멱우교,일반국도77호선,경기도,화성시,41590,경기도 화성시 우정읍 멱우리,37.094567,126.805377,37.096886,126.806761,5.4
조암교,일반국도77호선,경기도,화성시,41590,경기도 화성시 우정읍 조암리,37.079208,126.798023,37.08009,126.798291,5.6
봉화교,일반국도77호선,경기도,화성시,41590,경기도 화성시 우정읍 화산리,37.065809,126.799416,37.066091,126.799419,7.8
상봉육교,일반국도17호선,경기도,용인시 처인구,41461,경기도 용인시 처인구 백암면 백봉리,37.146735,127.387422,37.147276,127.38734,5
기산1교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 진안동,37.218957,127.043095,37.219087,127.044361,4.5
기산1교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 진안동,37.218836,127.043379,37.219005,127.044548,4.5
기산2교,일반국도43호선,경기도,화성시,41590,경기도 화성시 진안동,37.219453,127.045383,37.219534,127.045533,5
한반교,일반국도43호선,경기도,화성시,41590,경기도 화성시 반월동,37.2288,127.049748,37.229148,127.049984,5
김포아라대교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 전호리,37.594085,126.780905,37.591194,126.785926,16.8
가재교,일반국도82호선,경기도,화성시,41590,경기도 화성시 팔탄면 가재리,37.147726,126.924319,37.147937,126.924496,5
하가등천교,일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 평리,37.13552,126.912199,37.135462,126.912524,4.1
도이교,일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 도이리,37.137839,126.930886,37.138097,126.930892,8
도이IC교(행정IC교),일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 도이리,37.135218,126.930907,37.134517,126.930939,6.7
도이IC램프A교(행정IC램프A교),일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 행정리,37.135491,126.929328,37.133614,126.931485,5.4
행정교,일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 행정리,37.130695,126.930691,37.130361,126.930637,5.3
자치울교(2+760라멘교),일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 행정리,37.126386,126.930109,37.126069,126.930063,5
방축교,일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 방축리,37.120297,126.929194,37.119814,126.929047,5.2
향남IC교,일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 하길리,37.111821,126.926402,37.111137,126.926134,5.6
향남교,일반국도82호선,경기도,화성시,41590,경기도 화성시 향남읍 하길리,37.106584,126.924654,37.105977,126.924504,4.7
요당교,일반국도82호선,경기도,화성시,41590,경기도 화성시 양감면 요당리,37.076182,126.920029,37.076416,126.920175,4.8
요당IC 1교,일반국도82호선,경기도,화성시,41590,경기도 화성시 양감면 요당리,37.072763,126.914421,37.072849,126.914564,5.3
요당IC 육교,일반국도82호선,경기도,화성시,41590,경기도 화성시 양감면 요당리,37.072429,126.913803,37.072506,126.913972,5.5
요당IC 2교,일반국도82호선,경기도,화성시,41590,경기도 화성시 양감면 요당리,37.071895,126.912972,37.07208,126.913244,5
요당IC RAMP-A교,일반국도82호선,경기도,화성시,41590,경기도 화성시 양감면 요당리,37.07187,126.913151,37.072158,126.913146,6
요당IC Ramp-B교,일반국도82호선,경기도,화성시,41590,경기도 화성시 양감면 요당리,37.071605,126.91476,37.071768,126.914805,5
황구지천교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 병점동,37.200342,127.022078,37.202936,127.024236,5
황구지천교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 병점동,37.202486,127.024016,37.200288,127.02219,10
진안1육교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 진안동,37.206882,127.027104,37.210378,127.028795,8
진안1육교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 진안동,37.21036,127.028885,37.206756,127.027149,8
대쌍교(상),일반국도3호선,경기도,광주시,41610,경기도 광주시 초월읍 대쌍령리,37.382876,127.286104,37.383959,127.282821,24.1
대쌍교(하),일반국도3호선,경기도,광주시,41610,경기도 광주시 초월읍 대쌍령리,37.382561,127.285922,37.383635,127.282489,24.1
쌍동IC교(상),일반국도3호선,경기도,광주시,41610,경기도 광주시 초월읍 쌍동리,37.380735,127.295159,37.381176,127.293459,10
쌍동IC교(하),일반국도3호선,경기도,광주시,41610,경기도 광주시 초월읍 쌍동리,37.380547,127.295261,37.381007,127.293574,10
쌍동IC RAMP-B교,일반국도3호선,경기도,광주시,41610,경기도 광주시 초월읍 쌍동리,37.380451,127.29497,37.380807,127.294001,7.8
쌍동IC RAMP-E교,일반국도3호선,경기도,광주시,41610,경기도 광주시 초월읍 대쌍령리,37.381221,127.294516,37.381557,127.293135,10.9
곤지암천교(하),일반국도3호선,경기도,광주시,41610,경기도 광주시 초월읍 용수리,37.378599,127.300195,37.37946,127.298478,20
곤지암천교(상),일반국도3호선,경기도,광주시,41610,경기도 광주시 초월읍 용수리,37.378448,127.300125,37.379339,127.298384,21.3
경안대교(상),일반국도3호선,경기도,광주시,41610,경기도 광주시 장지동,37.39131,127.25733,37.392554,127.242074,20
경안대교(하),일반국도3호선,경기도,광주시,41610,경기도 광주시 장지동,37.390994,127.257191,37.392392,127.242063,20
고촌램프D육교,일반국도48호선,경기도,김포시,41570,경기도 김포시 고촌읍 전호리,37.586325,126.793266,37.586575,126.794562,7
선돌교,일반국도37호선,경기도,여주시,41670,경기도 여주시 점동면 처리,37.215187,127.667541,37.215331,127.667536,7
청안1교,일반국도37호선,경기도,여주시,41670,경기도 여주시 점동면 청안리,37.205765,127.667707,37.205902,127.66775,4
청안2교,일반국도37호선,경기도,여주시,41670,경기도 여주시 점동면 청안리,37.202904,127.666439,37.203215,127.666572,5
점동교(상),일반국도37호선,경기도,여주시,41670,경기도 여주시 점동면 청안리,37.195467,127.663135,37.199133,127.664798,10
덕평1교,일반국도37호선,경기도,여주시,41670,경기도 여주시 점동면 부구리,37.182328,127.662858,37.182418,127.662848,7
점동교(하),일반국도37호선,경기도,여주시,41670,경기도 여주시 점동면 청안리,37.199227,127.664605,37.195578,127.662985,5
화산1교,일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.199389,127.001507,37.199199,127.001904,4
화산2교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.197314,127.005809,37.197194,127.00606,5
화산3교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.196838,127.006643,37.196642,127.007037,4.7
화산2교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.197206,127.006077,37.197366,127.005759,5
화산3교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.196735,127.007068,37.196947,127.006693,4
보통1교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 봉담읍 분천리,37.197515,126.964293,37.197615,126.964754,6
보통1교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 봉담읍 분천리,37.197623,126.964765,37.197512,126.964307,6
보통2교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 정남면 보통리,37.197566,126.967725,37.19756,126.968036,4
보통2교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 정남면 보통리,37.197554,126.968016,37.197591,126.967753,4
보통3교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 정남면 보통리,37.197502,126.969849,37.19753,126.969307,5
보통3교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 정남면 보통리,37.197441,126.969899,37.197483,126.96933,5
만년교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.195181,127.010691,37.195139,127.011807,5
왕림교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 봉담읍 왕림리,37.192521,126.940354,37.192442,126.940805,4
보통 RAMPC교,일반국도43호선,경기도,화성시,41590,경기도 화성시 봉담읍 수기리,37.197264,126.969604,37.197257,126.970148,5
보통 RAMPD교,일반국도43호선,경기도,화성시,41590,경기도 화성시 정남면 보통리,37.197574,126.969727,37.197644,126.969177,5
수기1교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 봉담읍 수기리,37.19863,126.980733,37.198677,126.980911,5
수기2교(상),일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.20001,126.989175,37.2001,126.99038,6
만년교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.19531,127.011802,37.195386,127.010707,4
수기1교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 봉담읍 수기리,37.198761,126.980871,37.198718,126.980691,5
왕림교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 봉담읍 왕림리,37.192641,126.940824,37.192676,126.940494,4
수기2교(하),일반국도43호선,경기도,화성시,41590,경기도 화성시 안녕동,37.200118,126.990409,37.200037,126.98922,7
매산교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 매산리,37.08792,127.436674,37.088102,127.436636,6
죽산1교(상),일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 죽산리,37.078102,127.43469,37.081535,127.4348,6
죽산1교(하),일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 죽산리,37.081571,127.434676,37.077985,127.434588,6
RAMP-D교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 죽산리,37.079045,127.434392,37.077981,127.434577,5
RAMP-A교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 죽산리,37.078345,127.434883,37.080048,127.434724,6
장원1교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 장원리,37.071211,127.438736,37.071487,127.438548,8
용설1교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 용설리,37.046442,127.438084,37.047709,127.438298,11
용설2교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 용설리,37.057256,127.440229,37.057873,127.440659,7
용설3교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 용설리,37.059035,127.440862,37.060264,127.441286,7
당목교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 당목리,37.034763,127.441603,37.035088,127.441313,9
두교1교(상),일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 두교리,37.012862,127.436594,37.014133,127.436607,6
두교1교(하),일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 두교리,37.014051,127.436603,37.012929,127.436582,7
두교2교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 두교리,37.016934,127.43773,37.017208,127.437912,9
두교3교(상),일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 두교리,37.018831,127.439103,37.020544,127.440272,7
두교3교(하),일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 두교리,37.020788,127.440197,37.019135,127.439017,7
두교4교,일반국도17호선,경기도,안성시,41550,경기도 안성시 죽산면 당목리,37.021577,127.440841,37.021701,127.440964,6
죽산2교,일반국도38호선,경기도,안성시,41550,경기도 안성시 일죽면 월정리,37.080772,127.435282,37.080953,127.436244,6
누산교,일반국도48호선,경기도,김포시,41570,경기도 김포시 양촌읍 누산리,37.671906,126.640559,37.671563,126.641196,4
마송IC교,일반국도48호선,경기도,김포시,41570,경기도 김포시 통진읍 도사리,37.684904,126.607974,37.68484,126.608201,5
칠곡육교,일반국도45호선,경기도,안성시,41550,경기도 안성시 원곡면 칠곡리,37.053092,127.163909,37.053238,127.164016,5
천서교,일반국도37호선,경기도,여주시,41670,경기도 여주시 대신면 천서리,37.395638,127.55092,37.395776,127.550774,3.5
신대IC교,일반국도43호선,경기도,평택시,41220,경기도 평택시 팽성읍 신대리,36.942038,126.99203,36.942344,126.991996,8
팽성교,일반국도43호선,경기도,평택시,41220,경기도 평택시 팽성읍 도두리,36.951594,126.990855,36.951772,126.990805,9.1
